superkingdom,phylum,class,order,family,genus,species,tax_id,barcode01A,barcode02A,barcode03A,barcode04A,barcode05A,barcode06A,barcode07A,barcode08A,barcode09A,barcode10A,barcode11A,barcode12A,barcode13A,barcode14A,barcode15A,barcode16A,barcode17A,barcode18A,barcode19A,barcode20A,barcode21A,barcode22A,barcode23A,barcode24A,barcode25A,barcode26A,barcode27A,barcode28A,barcode29A,barcode30A,barcode31A,barcode32A,barcode34A,barcode35A,barcode36A,barcode37A,barcode38A,barcode39A,barcode40A,barcode41A,barcode42A,barcode43A,barcode44A,barcode45A,barcode46A,barcode47A,barcode48A,barcode49A,barcode50A,barcode51A,barcode52A,barcode53A,barcode54A,barcode55A,barcode56A,barcode57A,barcode58A,barcode59A,barcode60A,barcode61A,barcode62A,barcode63A,barcode64A,barcode65A,barcode66A,barcode68A,barcode70A,barcode71A,barcode72A,barcode73A,barcode74A,barcode75A,barcode76A,barcode77A,barcode78A,barcode79A,barcode80A,barcode81A,barcode82A,barcode83A,barcode84A,barcode85A,barcode86A,barcode87A,barcode88A,barcode89A,barcode90A,barcode91A,barcode01B,barcode02B,barcode03B,barcode04B,barcode05B,barcode06B,barcode08B,barcode09B,barcode10B,barcode11B,barcode12B,barcode13B,barcode14B,barcode15B,barcode16B,barcode17B,barcode18B,barcode19B,barcode20B,barcode21B,barcode22B,barcode23B,barcode24B,barcode25B,barcode26B,barcode27B,barcode28B,barcode29B,barcode31B,barcode32B,barcode33B,barcode34B,barcode35B,barcode36B,barcode37B,barcode38B,barcode40B,barcode41B,barcode42B,barcode43B,barcode44B,barcode45B,barcode46B,barcode47B,barcode48B,barcode49B,barcode50B,barcode51B,barcode52B,barcode53B,barcode54B,barcode55B,barcode56B,barcode57B,barcode59B,barcode60B,barcode61B,barcode62B,barcode63B,barcode64B,barcode65B,barcode66B,barcode67B,barcode68B,barcode69B,barcode70B,barcode71B,barcode72B,barcode73B,barcode74B,barcode75B,barcode76B,barcode77B,barcode78B,barcode79B,barcode80B,barcode81B,barcode82B,barcode01C,barcode02C,barcode03C,barcode04C,barcode05C,barcode06C,barcode07C,barcode08C,barcode09C,barcode10C,barcode11C,barcode12C,barcode13C,barcode14C,barcode15C,barcode18C,barcode19C,barcode21C,barcode25C,barcode26C,barcode27C,barcode28C,barcode29C,barcode30C,barcode31C,barcode32C,barcode33C,barcode34C,barcode35C,barcode36C,barcode37C,barcode38C,barcode39C,barcode40C,barcode41C,barcode42C,barcode43C,barcode44C,barcode45C,barcode46C,barcode47C,barcode48C,barcode49C,barcode50C,barcode51C,barcode52C,barcode53C,barcode54C,barcode55C,barcode56C,barcode57C,barcode58C,barcode59C,barcode60C,barcode61C,barcode62C,barcode64C,barcode65C,barcode66C,barcode67C,barcode68C,barcode69C,barcode70C,barcode71C,barcode72C,barcode73C,barcode74C,barcode75C,barcode76C,barcode77C,barcode78C,barcode79C,barcode80C,barcode81C,barcode82C,barcode83C
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia subdivision 3,Limisphaera,Limisphaera ngatamarikiensis,1324935,47906428.95721718,8900058.436892962,6556186.803607257,4058266.834076081,14813714.463974634,12482766.810482275,9179437.32482419,12567433.315806786,12882543.33589121,10753511.075505143,15988637.05177004,12479013.407113535,11926857.104728976,28466666.441615734,4689107.267919237,8780995.42883467,31203671.044070628,25973964.09968805,11109660.910878852,25575324.12703374,34271951.093886405,12429205.836731289,20299251.907208387,32697310.889398824,37594944.181766994,16126486.540362375,13546705.891254382,26359888.769120876,25446582.149957977,8600611.430272209,19523441.00457262,19523019.875402108,8323625.76434032,12050284.969125042,22350058.601993214,13705398.808120234,28334989.533544358,24773363.366154645,31687981.0100164,40980304.46269362,17426495.53098541,29098499.841169994,3086318.5235367003,35487367.34202554,15286138.612941736,10919272.264721725,13612725.55438155,24188774.301095046,19222671.767901614,21585880.545981966,21262412.957799457,19995342.283984765,12181376.316257767,18583655.447156813,44741310.13695275,18561130.75405165,17157810.016352158,7673830.836583373,23299253.825114597,23542387.207458165,14576479.2288835,8949496.248612294,17466679.348440144,11752802.213242836,5370488.547730001,4272671.3905428955,9842253.99847559,3352278.5012427093,9231171.378107063,10824132.175627882,11728447.257462487,98320142.56166701,11089194.700128913,4218018.291686978,10241163.028633252,7222728.158030455,8104524.879892151,19883982.621145204,8018883.797192816,10677099.479346698,10934255.62899169,18574926.871325504,11509137.337806337,6848782.924747556,17738067.01545316,12221537.99783778,6606550.684557157,13829069.962927368,5148741.841571843,3436630.7067742734,2792678.983890301,2678062.9599563177,,4083040.583253661,5799088.439315928,4518065.586150094,2377414.4999778178,7417467.786388444,6302925.080448577,4053436.825764943,3915982.5767184235,4111235.873379174,6048578.459896249,2860737.4696704475,3072025.2144816373,2979887.7907307683,5234543.498165527,5632574.479322258,2254653.8910260415,2195060.785321677,2341693.1460374547,4131040.5345128537,6496668.956399626,2942875.0133438604,6850167.405389865,4060696.8072329606,896248.6700570815,834196.7878491399,6675093.016386702,3498412.0533470563,5133717.117914323,4693462.020445703,8555411.682401842,1686428.604516093,4113857.0338717406,532879.4849969625,,3399927.22007378,,1489397.1252531938,7707104.491547455,5904406.250710309,6570515.632938157,11774681.474731086,2316124.57688573,847355.6768257404,2217651.508097461,3477312.918634336,2322880.7567756763,3818978.3257981217,2864152.869986504,672503.9338373018,3323631.2471002336,2736674.4375557713,3417192.114212899,2123821.291546244,3994910.8895916827,1191146.6666840105,1573575.6016209885,1252045.446159864,3052761.320793121,1527729.4025219274,2892042.3660349417,4019092.7598240776,5059990.410102318,3931299.757634002,6488402.066043177,4707513.789385271,1324609.13816386,4999882.631178705,2540313.8028626265,1201103.148079732,2933680.5564403366,3478209.873033939,4360558.178806214,7397350.18115601,20329843.442444246,3613211.0210501826,18023495.426407,3731257.455968893,8855702.43092579,7982640.776416503,14314360.72667114,4583007.553329185,11114000.97058908,11033635.297711153,4586918.489156363,11080614.180118578,12885825.969309114,5702208.94008678,6637331.324843992,5478420.803146997,5436850.669352953,8641921.528505515,4012025.4011477428,5722902.403367587,8936173.01307324,8166319.197586096,4070603.445273865,7051928.289793591,11672320.961870734,14116346.130466303,6337473.10244826,9283003.178173238,11555196.44384758,5599722.252822241,5621323.6556573175,14319989.670334468,8112276.604285131,12942209.040715352,11806477.236940634,10980753.554259183,4024921.8926884015,8089672.711624401,8059104.423388688,9528464.164875552,11798488.960818045,8237731.68527939,6973931.072619133,6864326.8836668255,8068079.502269921,8958267.50544529,11259562.830472639,8016885.034726281,7398200.676251806,6364882.630799091,2752905.656818874,12794072.927151486,6002125.176445531,9598155.250269372,13229979.183898762,7825334.715186955,6850627.0688228775,4364879.787860246,6918419.660873402,11204153.369343678,5017731.184112607,8999385.367155153,11444163.056403581,3671153.148174066,6492695.215620386,3562858.134177232,4566729.48644379,7353859.7381837275,9589360.23412921,6304615.421865855,11982038.211369187,4900867.992189448,7607659.252244472,10581786.214331228,9850755.508569857,20458265.9342285
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter flavus,191863,100500488.79447973,14583693.092175733,13331724.044138042,8218813.705847212,23516987.570127133,22976717.688238654,17419856.965634365,27651050.269186806,22123591.677463308,24518053.2944643,21316726.88122424,12270825.926080637,36959360.947313,9488888.81387191,13602546.713289533,34096028.83255309,65380631.703909025,27630605.125262342,21702603.563760947,38744505.95665418,40286081.77436263,32842337.290932473,28453550.70818998,38061339.10743425,67632758.75752924,39067138.44371049,26473294.54198853,39411384.62371517,40302796.1022901,26986241.286107965,34128922.11412239,64254690.55611641,15320708.28558834,30496555.709548645,32196677.277592126,16751040.879444217,40246433.63105329,39409115.256773524,70914631.41694671,88046999.26813841,34732595.602510676,67907363.83465156,7139971.046114249,50952865.38442716,37522153.23999607,24359858.643603496,64777934.704429686,52561776.239994735,19990172.954881288,44597136.50292481,41578267.72101218,23977168.70675754,41345164.207985476,49028228.806167275,89764405.57238382,58432970.300088584,36634577.10717057,10228669.234464958,44574176.72131892,41590180.26597338,37497527.39683457,33293612.7738259,20583609.939177472,31711035.322490677,23799468.135784466,31231530.8534846,36937003.508063614,5263453.201076269,28698283.521491572,74746671.93949501,50639396.6288856,97887799.45310964,24690895.006285198,20301398.15602,18257289.051299423,24360435.935786214,18656982.784313153,35478850.469875775,24196445.45448879,22580503.14830146,35756282.79667504,47839429.00807731,21803689.17515156,12226825.28956871,46355674.9225521,19533994.254023276,23378292.65129279,27478960.52373527,15619492.901159912,7421005.678002551,5496811.93118311,13429755.981700081,45291436.84393832,5973785.566891819,19510138.553683918,9609866.24912251,5834726.97019782,31612499.215465713,12231395.046835266,9389913.75467019,11716124.748064028,10554098.551441435,13114008.2606131,8305328.378651248,5964204.252189065,10489936.1336928,10720309.113491608,8258926.235360002,9535734.31760566,2991975.4548448618,7803245.934571543,17204929.751256134,7781512.279391879,5645695.977467617,12463738.884535614,13759257.715950843,2677674.460493213,2654300.498403839,5762440.355370516,10223201.550251912,10115339.309100589,11793092.2697034,12766577.725225875,3198771.2071789964,5909132.980647377,880385.3768850459,7145134.052819521,8461060.83908912,,9743033.15574846,9974948.312995935,12505346.522533897,31913933.07427134,22408010.771694016,4848130.160325733,3088296.136996423,5280772.466443566,5453999.041353359,10460373.983693572,10407840.465306645,6071927.233870539,2462264.492426234,7655803.818230096,12762200.173648221,7665253.074022608,4573487.106119339,9340040.208917363,5905709.686145768,5086304.486930478,7408803.7418867815,10220349.53337913,3554811.753091962,7239126.259046927,7618602.533294873,14598049.20163875,11383259.418251896,10408921.541633232,10017342.941287152,3794048.1525410404,8355600.886881703,11091817.646181615,7308541.644730178,9553724.394440344,8877699.332834342,11066563.568630664,17929911.655135553,73025786.72016448,10083481.078388428,42270380.65021713,5078645.030093716,35713818.51643793,13386639.946461525,59730505.12368204,11350902.83220321,31633715.664104167,26856551.84462782,15349117.969862638,26726708.235315442,22271058.310573872,26735911.9056431,18028253.13668961,10851377.898960609,14394256.217055576,21274650.668606028,6351277.3629650455,11641011.867744066,7050799.613668174,17488384.25893495,9105189.284530457,15621831.866281863,14920839.128494987,39663287.331387565,14288138.032818414,25601429.53439617,19720130.30409252,19410783.724504303,15189149.51340076,24306084.822336096,28913419.947447054,24924240.436252736,25740454.81126302,29833894.198866084,6105857.398393725,14071412.186771734,10386343.064429726,15506794.479935236,19622886.20140342,8227752.647674202,19969745.93213328,17278767.296484046,13336524.83050563,16646354.045505544,21254277.071663547,17833535.59823946,18035661.703069523,13071007.239874512,4286262.6561541315,14564755.783871358,10598669.286103155,15561964.499857418,20856131.95523223,30694403.941897746,13818790.750029145,8491537.407540971,12800340.747381391,21538102.4505169,8328146.644185825,26610909.105935562,18961165.221446324,5660974.005216025,13694971.710915498,3814594.331994234,20744048.067934945,17176449.986422535,42909778.37112025,21925187.152963497,27031823.694788195,26917454.57600624,18028629.328418657,31501687.512420677,25323437.60560128,28872918.64358092
Bacteria,Verrucomicrobia,Terrimicrobia,Terrimicrobiales,Terrimicrobiaceae,Terrimicrobium,Terrimicrobium sacchariphilum,690879,20032770.352687106,3586511.550086977,3898603.516817666,1569019.4376116826,11511057.729289407,3388558.503625139,4095688.55189655,8534617.212742534,,,5709897.998697351,4882710.106545017,6431159.190630185,,3116606.632951575,8093281.85704137,,8022987.284758626,6238783.539305591,10870814.020732533,17600103.868590627,6796747.90022159,10244954.207788318,15130825.230359795,23668256.00545274,10078249.51979813,9775478.454990005,13003381.562528096,14801577.218061827,4293799.347360279,9089829.27018963,17401575.115100376,4919487.520557724,7866961.995155513,11245680.041717311,,11858870.023600733,13840754.06997789,18646982.48680017,40808859.246453494,14055318.163576901,22063436.54074063,3374206.1304669804,17169583.530063957,8733436.954120362,7255811.8502081055,13230027.7058199,13462261.729628293,10359295.119642124,9919570.916717067,14030596.803539764,9226030.933755789,,13039269.768910497,17938082.625960343,17303905.64077788,9265191.459656626,3552658.550354215,12368321.538995404,,14317960.819617575,4653262.640432445,,7285496.230064777,6895490.144465474,5768528.365794172,,1859831.521707278,7366862.52954927,14686474.541516062,7959916.9243201325,50648368.685878746,5784682.878024653,5571774.225105036,5340956.058836096,6557356.119768725,3765678.3191527533,13644804.273485808,7945190.277192526,6007279.361913965,9560865.212966496,12107773.749215405,8465692.174387198,4185346.874557256,8180403.201766143,5939313.71466529,4411808.7078606505,10405988.111477474,3458222.4330552127,1631070.5507105826,1978136.5624861058,1678718.5101311463,,1829542.3221081402,3508178.2222197,2537502.225070643,1184951.0819803742,6531314.645780753,4489904.312493302,1836604.3957463643,1713528.2354003163,3252389.2158632954,4083312.5708746216,2135610.481252342,1307725.423903192,2297170.3200342534,2356130.052763545,2486658.6374840364,2074675.7692191724,791927.7687649144,2122395.210332831,3750257.4077312653,2412703.6782620726,1408930.310317955,3066797.619601787,1839539.6862765972,595593.6026261603,561851.4362841669,2778675.096036683,2204824.260720757,2206809.068619089,2529884.3285954995,2481386.2612604997,1180117.9891894632,1618881.1415447406,594004.6384377356,,2367835.4185247966,,1950185.8638153914,3394651.624832651,2997692.0423020134,,4555090.7916709855,1322156.9569856457,514117.5771565994,1621928.2599490518,1355514.4257734793,2178720.0079125194,2142514.2602587286,2052189.136165239,590932.5608687073,1504050.099645906,2618297.3121915846,1760257.2024575123,1153260.2240614663,1938382.4921695609,1193606.1821586783,735863.8045985213,1515778.7121458277,2164800.723345022,952495.9709650042,1295520.3727460161,1647681.866123023,3306979.574710651,2587175.1895831935,2372899.2412393806,2706926.342866483,1067882.0632679772,1657968.9868221267,2319640.453414794,1213727.4606215733,1688808.3070115284,2330559.914600348,2805086.620673235,4803051.485156404,10622719.892405482,1530962.5906507403,8606672.732824268,1408221.9775560952,5451488.558899177,2759659.821206059,10224828.1746572,1879418.9455154093,5405142.613557174,4153231.6392138465,2183373.2511207242,3961622.672970955,4359394.9943470955,4169134.656577391,3362229.505959406,2488610.2190640047,2526439.4158788645,3061862.3266001767,2004871.3020277277,2375712.3769666925,2167475.8174360367,3306041.090548896,1736650.5847585318,3487806.3527563983,3229985.927773703,7413256.113870123,2726933.482328782,4693587.835772487,3116444.709788562,3107268.2292644614,2692111.335677517,4327614.154397203,4772640.329923503,4668119.08160393,4737595.480603073,5737961.2076834515,987781.9170973422,3149566.856620173,2221096.5358849526,3222896.4568179823,4051044.8490665355,1484643.7580593051,3354904.339863847,2833248.1636146144,3141660.407171131,4160241.6455993457,4089808.7866414282,3161336.487535915,2778756.3112562476,2385445.3504222427,1198922.8345725478,2496952.1154058166,1837939.241869469,2882735.7695229207,3630825.4158359654,4181615.802067872,3259404.51651785,1928312.6408504422,2972548.076583365,3887973.6615456208,1643045.4622019813,4370319.946709024,3720801.7220340497,1063314.563761033,2015887.9584077415,954091.6555129485,3208117.8318526875,4474294.137361536,6029341.348461628,4190428.1465064296,4985832.272162428,3678798.847786669,3232210.144221493,4305814.837564496,5350845.08340825,5241603.363569572
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,Roseimicrobium gellanilyticum,748857,16993005.53239823,1366139.243757955,,1300566.2212256212,,3417414.0410415265,,2883911.408651362,,,,,3630922.915510927,,,,,,,4711688.009616737,,,,,,6790742.64548671,,,9344789.4135519,,,,,,,,10257269.246352606,,,,,11996903.79904971,,,,2744043.4124405603,,,6848219.306886333,10398272.887233973,,,,3803845.860022111,19626925.24176062,,,,,,,2227484.34274731,,2327902.653819558,2878553.8195625083,,,,2792037.4211380836,5299896.841254282,1970663.9882509543,,2721524.870408101,,,,1913893.4971917467,,,,,,,,,,,,1282754.5899205655,724061.4813000949,,,,665184.8011142338,1127106.2100503833,,819231.6464669689,,1466086.2490957333,,1183994.3113943045,1707132.7966938103,3078926.5989822666,,625745.2645159258,1214754.0879894295,1136792.339350885,,279833.0575362932,333104.6321545109,635255.5248545847,,1925091.5284695707,1118529.2973667765,844517.7460261357,1406277.826404249,113268.04354812414,399511.32653422724,1288145.3750257562,648912.414282699,1002383.2878360057,1080582.7462954442,,,742397.3632676332,,,1006033.8701956321,,,,,,,452705.6415226926,285868.6904248518,588907.696945903,,802825.9486983713,871846.6669827251,727364.0153563673,,613625.8480392152,629850.7571152522,,712453.9976411274,766482.988389548,442654.301487276,754458.9934878178,877185.1394476043,1073920.3585541511,416405.67939720623,357533.2340188189,1655482.1630037078,2456069.2772572627,814473.5922260223,1476611.0403928908,921985.103775775,782368.6183535787,1241668.4823769669,837472.3020612753,619995.1609818114,1012481.0569751422,1003826.6233657325,1161213.1516021146,3257081.65514633,5861037.611669647,721200.8596438047,3237719.8666013633,419551.9034897393,1379948.3245679492,2234322.5431340784,2139460.5718683177,645516.0771724466,1934019.1994981957,1122865.5512373706,493897.83972871973,2330536.330063547,1629408.6716554565,1141050.6905879688,671916.0923431867,964699.4254085381,690054.2833925677,2318065.6099953665,345028.6436717401,1251159.1227044954,827315.124904074,1352614.3552765446,526898.3605753266,1350804.0343365967,888728.3961249217,2755201.0738323457,528365.1812733569,2445600.0540206595,2034469.745107465,939702.5125102352,791532.4745037437,3824264.0212313174,1305709.189287288,1980677.1239090508,1798627.0517927564,1491181.813651915,1114110.3006163891,819078.0171120602,1081572.3241993235,1025422.0934127152,1957887.5552075976,462472.16375381465,879672.9483239983,1081805.0544041242,1051294.6535058974,1287591.2047007498,2686386.910675442,813574.6565002402,1016747.7526333053,790058.9978415112,233961.44630915183,1986554.0072863523,689136.5028612824,1209073.5237024212,1510291.3549502017,953235.3340075824,935996.393196012,1001888.7011619972,942154.759297955,1194550.797903266,300357.05924490385,988647.2299236899,1188718.5609831132,423932.16514766717,651324.7183344865,331925.6722124992,638842.681193069,1330010.2582214172,1684595.8119385387,1316412.1450379996,4534598.974789929,752584.0402717148,1057273.838306624,1428241.7205702432,1064895.5828280007,1946613.8505188613
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Candidatus Koribacter,Candidatus Koribacter versatilis,658062,33361225.58203075,21018138.196745895,9636460.620140353,3775937.336002226,73180519.03897609,18265784.26481107,8191673.8448114395,15940693.149441037,14074258.908716997,13378259.990338951,31467280.23871184,10945449.467399934,16956675.377698954,85399999.3248472,24091496.422418498,42109636.16542691,,60602511.037554175,7902408.635543014,73336290.69537282,,33571946.23221531,13045475.0230996,66725116.97496557,22419225.93874797,24010813.479948267,7973770.345470488,23430458.43371417,14277760.893864632,30636497.129791126,38429800.958260894,39778222.45907006,11700716.747353211,24703489.360219486,45118440.81561205,40441797.0920031,69065973.65654962,41838109.344546355,48539313.739656605,365524294.05967337,151109195.3920224,35336165.271100536,40729421.11266557,225770354.59656328,31208378.358946636,33167240.01878584,8925338.806486858,44458980.77676146,7772229.760392987,18224029.323863175,31233178.552841093,222104963.19528365,33621922.87348755,33848133.827334814,,43107730.72426752,20372046.388902783,9566540.192847876,12097043.580721444,57005946.11414339,38245377.62678534,7491656.251866049,16341383.637313714,29139856.436963867,12673041.331583925,11056027.634721326,14661795.059699994,,15028792.701802047,9478275.526339225,12572695.230071558,35956932.09593712,20551033.66232405,11324666.282884102,11648843.449763473,10996577.032291066,13676116.318649884,48745925.36698273,33641967.33985878,29251377.71343636,79613977.593831,37583348.500684045,67834471.98472299,57000260.06632518,37263071.02018571,107970350.01758909,20406393.161262225,26197111.193908516,8123993.033216849,6818447.871541032,3147196.6447943547,1867757.1083830977,,12344381.258413766,9229383.572120352,18470833.631115414,2999744.005155315,4006183.8068731604,89091508.67829412,14774982.583276957,9919529.723039264,7165296.22107698,26832329.5278624,9269065.669860912,2993320.117973211,15167731.826105842,24149465.356616024,13965797.91608998,2778865.8840217856,2257930.739110865,5347093.084660928,6165184.747178199,7306095.501954409,12159276.792663464,4165642.9440089087,3623748.284774932,1281719.301556621,470670.62283337984,2538989.002776532,7365044.256082819,10625422.653775297,23015691.992391203,30532583.127299637,7072200.443019523,2868926.239368051,863129.6554124658,,5364087.172423677,49144156.57295879,23305013.35729538,4767205.698063555,3751434.992924022,23012025.26684454,63125476.175417684,9648211.976295492,2921940.3645651937,15717732.267337013,3058355.206267247,8175534.870114621,15442757.94817431,30364683.75692454,2064180.8802828856,3337584.110108353,11279372.864587553,5338731.177305699,3041040.7936625592,4074115.8119570795,3599284.495347751,2084579.613343991,5000855.940253326,5959081.822856864,4798025.15605776,3155354.7543773875,1962166.4934861239,5844487.198760131,15530572.093954246,5788520.9136978155,18702834.067287445,3081084.484905976,3285396.848307392,10508578.404246232,2557536.6135777915,3966498.021928593,7282505.058942866,10463427.788150873,12111780.688877298,10674417.252285974,2833559.007115419,46527256.894792825,47647420.75075208,51905516.70440707,2433593.843252394,51324204.75866135,9215453.150286362,76155745.24883433,30401681.66870133,6011613.6732969545,16360272.592114598,28041878.081841785,11281964.894158807,22787895.993186552,3472944.1709593507,16413918.064023757,10777754.42880437,34597941.89423859,3150108.4937927388,1973587.18608017,18880955.021919765,5642889.948748414,22422601.96638366,26948521.423521582,46495975.27394633,22663066.092667848,5290892.108463733,32887525.272312958,9154066.914493533,17756319.277660698,4914298.312796447,39805331.5831432,16360177.974650066,13298231.708252091,6355851.203312651,862566.5090023408,13688824.774396017,43702657.98364895,6923711.065866462,38680469.82984238,6399298.824014725,6925105.714478502,10819263.360215567,42072479.43633647,25399130.373277932,3351593.694294416,15266717.642596643,4661913.767653851,9301836.535246395,13095374.909217209,6059748.157093764,3535076.1079856697,9001241.170211952,14005511.772328695,4179611.0846380186,11759099.49412465,19740327.508625098,8732111.744158076,15078373.33255516,7503140.461498003,28650647.938633412,17194440.7553159,3826926.0815923195,9962985.88900952,10887473.124509132,10953679.180740468,4779716.229476419,6092310.278249861,11883052.40647083,4613590.323324194,5574399.920155253,11122263.268040545,15649429.675536375,62456992.28770151,26711419.52379215
Bacteria,Acidobacteria,Vicinamibacteria,,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,1612172,451075092.3821856,73391084.37404703,46615353.94097497,97008001.48979314,98946960.71513166,147060709.82398245,89451668.51898111,65779832.69723773,168509613.5380428,266083555.87740535,172496751.7084766,78165805.59300172,105152592.6523478,66409840.241343945,31384050.84296299,55078592.665764116,460240159.66169393,111621401.79015245,243485939.19275022,189084160.32064953,591722495.9396807,147784831.2263303,241517934.4001108,171461774.00178537,396132358.5965524,207091560.72121766,234088421.0885915,175124303.615507,206784446.11098146,83553182.43001142,240764989.21238935,435031104.6849557,146527061.10717973,255985684.63162404,231766818.73681045,70159718.35417822,423339344.03902006,381385001.2339815,702451390.6468982,217476643.54769924,128987770.21569723,655591477.6983415,12520980.916216774,153639852.2637328,221314087.61574268,151874201.85404375,332382838.9641022,195742587.18167043,255454898.76601863,352575641.3446927,271016235.51704323,45515629.399799846,123958109.2916061,238951366.05337092,863289694.7343589,247453657.40113357,306234209.2386437,164753766.0543854,339833591.61917067,198045542.098934,197305107.04986575,168171224.18225738,304305931.02180445,219181930.34578884,147957438.57099965,58734771.77247383,198684379.342829,106213471.85454394,150980293.92568344,313954319.81379974,120000255.3036715,1255078586.4258003,138074243.27025667,112684615.15902156,77270239.90559494,124875681.42696323,149027106.04453412,236821571.01698214,139068757.4655519,198219201.4269938,152568354.57938927,239409454.6642387,86778910.09418727,30401069.6237925,197216271.23915395,102062383.90016375,98341162.25017631,170041488.8727929,118626229.09736593,87104185.46778277,75403033.81807528,104202053.60658698,90582873.68787672,38690994.29718947,146519689.29128513,65741667.10580244,76611645.54680921,218933712.5165067,41585180.440490454,82890888.02877398,84448937.82395455,107484548.76378119,76714443.5817548,37085149.715900294,67552189.09419675,52279537.4467863,87391414.49720661,97251866.92543505,44745337.19983568,30678646.117734555,22493108.19157175,78751837.6470433,56821352.30205185,28141213.711009912,117210256.4164805,104279484.89645715,14172731.033266656,18764309.369800385,194083778.9531183,54954088.93533513,96547941.60032894,54253264.31698516,122712158.5346803,32959024.46407202,101614578.20352323,4864911.524449751,126666632.90928212,76862085.05974068,,13475923.26325959,150920934.85764778,138445265.63637823,194483695.54420152,126715445.79636022,44799362.32874753,31519798.20599692,39684200.81043434,70017797.31194824,63934804.59473534,36294869.658113964,17506874.88977783,22266177.868846312,72685321.96587944,36754857.6548343,129646115.20850831,48954669.78628082,89179126.6471718,28876279.484105706,47319172.87442761,37842818.99751165,52416231.41861988,7355864.5826801825,51075062.19830987,85564697.15956695,189664445.12931135,52907916.41505196,113636041.12459962,81230055.34707114,23235664.991277948,57528644.671327524,53835233.920532145,32511730.79201584,70055424.17879596,95148210.44258308,65341529.24830944,184088940.4384327,357339669.15292424,54570898.062513225,231180617.71432474,19072575.302705005,84481664.17771721,162789398.6780019,186051690.77213645,32884579.233766176,84982347.36882213,101999784.75225948,32038125.392626997,86534182.07926513,118901486.04417644,109408790.43322738,87511077.03100601,112143528.71852376,61100955.64602861,179831226.3945867,13269794.885809058,134126360.93296713,122895369.62969013,91259326.22750016,44714749.67788318,43365245.341333635,63112964.589905925,60395842.06708954,22149321.734081965,78974033.84517667,71457166.21316724,43790578.30698352,36665589.20884683,159976930.82117736,42505487.906574294,91629335.91338785,109925785.98408599,100195696.5109629,35055579.04769243,34812081.48334713,27947828.38145585,76132281.77785169,77209209.25278993,29450804.431589052,61710505.45796191,40329661.50466129,28965472.606247127,23386832.19827414,104280635.49835795,43846772.384401225,47427816.5544658,32562284.936303988,11181708.42065087,66638236.5036132,41861866.62417075,47518704.53001766,52776040.335375525,102066850.20874871,44188544.42312985,26165934.57658672,19951999.86004687,63991597.944696076,25502718.989649996,32586541.345466852,74332135.29859723,24203198.750430353,57975005.1982151,24533246.9904118,59206806.00286715,111166973.918858,173747535.4461563,43856416.91619581,136483160.5108879,51017127.881853685,60542568.44424731,79619265.22885908,40808633.4983377,113423391.13610554
