,Sample date,Water,Nitrogen,Block,Plot_x,Direction,Sample name,Conc (copies / g soil FW),Experiment,Year,Sampling,Plot_y,Trt,GWC,Conc (copies / g soil DW),qPCR_DW,qPCR_FW,qPCR_DW_log,qPCR_FW_log
147,2021-09-23,1,6,2,22N,N,181.0,523364585.67583656,NxWater,2021,8,22,16,0.243877232,395727879.1943867,395727879.1943867,523364585.67583656,19.796237359255105,20.075788883707396
148,2021-09-23,1,6,2,22S,S,72.0,2684055083.8797584,NxWater,2021,8,22,16,0.243877232,2029475159.4876351,2029475159.4876351,2684055083.8797584,21.43104305444801,21.710594578900302
149,2021-09-23,1,6,3,35N,N,69.0,1604350463.1529481,NxWater,2021,8,35,16,0.103758138,1437886046.3967607,1437886046.3967607,1604350463.1529481,21.086439848596743,21.195984815762063
150,2021-09-23,1,6,3,35S,S,59.0,3765636683.3056855,NxWater,2021,8,35,16,0.103758138,3374921232.6613917,3374921232.6613917,3765636683.3056855,21.93963782252786,22.049182789693177
151,2021-09-23,2,1,1,8N,N,97.0,1981135392.1144092,NxWater,2021,8,8,21,0.074780712,1832984676.9236944,1832984676.9236944,1981135392.1144092,21.329211446207495,21.406935947665303
152,2021-09-23,2,1,1,8S,S,88.0,2009918739.1598337,NxWater,2021,8,8,21,0.074780712,1859615584.783319,1859615584.783319,2009918739.1598337,21.343635628463655,21.42136012992146
153,2021-09-23,2,1,2,14N,N,184.0,590053094.9413811,NxWater,2021,8,14,21,0.08383546,540585722.3025467,540585722.3025467,590053094.9413811,20.108163780622753,20.195723082241123
154,2021-09-23,2,1,2,14S,S,90.0,2571166704.303264,NxWater,2021,8,14,21,0.08383546,2355611760.911316,2355611760.911316,2571166704.303264,21.580066301767733,21.667625603386103
155,2021-09-23,2,1,3,30S,S,61.0,3133232672.664203,NxWater,2021,8,30,21,0.084049374,2869886427.93043,2869886427.93043,3133232672.664203,21.777538293785266,21.86533111129275
156,2021-09-23,2,5,1,10N,N,182.0,780760112.1076849,NxWater,2021,8,10,25,0.098576255,703795704.2027291,703795704.2027291,780760112.1076849,20.37199867911436,20.47577850583057
157,2021-09-23,2,5,1,10S,S,91.0,10344197073.188564,NxWater,2021,8,10,25,0.098576255,9324504864.731674,9324504864.731674,10344197073.188564,22.955911703450656,23.059691530166866
158,2021-09-23,2,5,2,15N,N,62.0,5741568359.645737,NxWater,2021,8,15,25,0.08578145,5249048300.481204,5249048300.481204,5741568359.645737,22.381312621018626,22.4709982433442
159,2021-09-23,2,5,2,15S,S,65.0,5403620292.343082,NxWater,2021,8,15,25,0.08578145,4940089908.416469,4940089908.416469,5403620292.343082,22.320649368064927,22.410334990390503
160,2021-09-23,2,5,3,28N,N,66.0,752087031.94283,NxWater,2021,8,28,25,0.066099293,702374610.8569405,702374610.8569405,752087031.94283,20.369977453357603,20.438362609183983
161,2021-09-23,2,5,3,28S,S,63.0,3600232060.259311,NxWater,2021,8,28,25,0.066099293,3362259266.4402375,3362259266.4402375,3600232060.259311,21.9358789856877,22.004264141514085
162,2021-09-23,2,6,1,9S,S,70.0,2635441826.2133055,NxWater,2021,8,9,26,0.103146981,2363603958.2382765,2363603958.2382765,2635441826.2133055,21.583453392099425,21.692316680865968
163,2021-09-23,2,6,2,13N,N,185.0,542189942.3682339,NxWater,2021,8,13,26,0.062171139,508481376.0968564,508481376.0968564,542189942.3682339,20.046939147603915,20.111126945185514
164,2021-09-23,2,6,2,13S,S,87.0,1839148191.0860188,NxWater,2021,8,13,26,0.062171139,1724806253.2564113,1724806253.2564113,1839148191.0860188,21.268380564168908,21.33256836175051
165,2021-09-23,2,6,3,26N,N,64.0,2345915061.215253,NxWater,2021,8,26,26,0.069529727,2182804227.443768,2182804227.443768,2345915061.215253,21.50387622998135,21.57594138073165
166,2021-09-23,2,6,3,26S,S,67.0,3659365968.693955,NxWater,2021,8,26,26,0.069529727,3404931251.8975735,3404931251.8975735,3659365968.693955,21.948490586005608,22.020555736755906
167,2022-05-26,1,1,1,2S,S,223.0,4883740295.620943,NxWater,2022,1,2,11,0.176610752,4021219249.4386263,4021219249.4386263,4883740295.620943,22.1148509894727,22.309177217256266
168,2022-05-26,1,1,2,23S,S,236.0,1495267489.7119343,NxWater,2022,1,23,11,0.181424396,1223989488.5325105,1223989488.5325105,1495267489.7119343,20.925381433199433,21.125570950668507
169,2022-05-26,1,1,3,32S,S,226.0,581544400.1064113,NxWater,2022,1,32,11,0.210185282,459312326.3745245,459312326.3745245,581544400.1064113,19.945240986241643,20.18119788144737
170,2022-05-26,1,5,1,3S,S,240.0,1308136054.4217687,NxWater,2022,1,3,15,0.181200143,1071101614.2970884,1071101614.2970884,1308136054.4217687,20.791953501873195,20.991869101714034
171,2022-05-26,1,5,2,20S,S,227.0,2566645816.1865573,NxWater,2022,1,20,15,0.18895735,2081659224.3713582,2081659224.3713582,2566645816.1865573,21.456431116687575,21.665865753541265
172,2022-05-26,1,5,3,36S,S,241.0,1069879701.2898844,NxWater,2022,1,36,15,0.169743956,888274088.3488411,888274088.3488411,1069879701.2898844,20.604790911381844,20.790812050398603
173,2022-05-26,1,6,1,6S,S,232.0,2166575806.4516134,NxWater,2022,1,6,16,0.165919033,1807099643.7239666,1807099643.7239666,2166575806.4516134,21.314988990214903,21.496413788816707
174,2022-05-26,1,6,2,22S,S,234.0,1673302011.6106384,NxWater,2022,1,22,16,0.190396461,1354711230.415792,1354711230.415792,1673302011.6106384,21.026854154481757,21.23806476364578
175,2022-05-26,1,6,3,35S,S,235.0,1804243047.3177807,NxWater,2022,1,35,16,0.189739795,1461906341.38953,1461906341.38953,1804243047.3177807,21.103007134244876,21.313406976406547
176,2022-05-26,2,1,1,8S,S,230.0,804770181.7217138,NxWater,2022,1,8,21,0.16517987,671838347.7250447,671838347.7250447,804770181.7217138,20.325528315569088,20.50606730607877
177,2022-05-26,2,1,2,14S,S,233.0,936184305.6130189,NxWater,2022,1,14,21,0.164926408,781782790.8622894,781782790.8622894,936184305.6130189,20.477087498881176,20.657322922764305
178,2022-05-26,2,1,3,30S,S,225.0,3482113286.348212,NxWater,2022,1,30,21,0.174942595,2872943351.9504776,2872943351.9504776,3482113286.348212,21.77860289936333,21.97090521261331
179,2022-05-26,2,5,1,10S,S,228.0,2917490039.8406377,NxWater,2022,1,10,25,0.117329737,2575181700.766016,2575181700.766016,2917490039.8406377,21.66918593197691,21.793989508182786
180,2022-05-26,2,5,2,15S,S,243.0,2777842648.4385467,NxWater,2022,1,15,25,0.243323032,2101929552.8015697,2101929552.8015697,2777842648.4385467,21.46612159447303,21.74494043764358
181,2022-05-26,2,5,3,28S,S,231.0,2107642142.7592824,NxWater,2022,1,28,25,0.192113346,1702735958.5431871,1702735958.5431871,2107642142.7592824,21.25550218171089,21.46883569171502
182,2022-05-26,2,6,1,9S,S,224.0,975714474.9039862,NxWater,2022,1,9,26,0.176693368,803312198.1268494,803312198.1268494,975714474.9039862,20.504253986049104,20.698680555372444
183,2022-05-26,2,6,2,13S,S,237.0,1267363612.2177954,NxWater,2022,1,13,26,0.158574481,1066392085.1720731,1066392085.1720731,1267363612.2177954,20.787546904794546,20.96020468386697
184,2022-05-26,2,6,3,26S,S,229.0,3130400000.0000005,NxWater,2022,1,26,26,0.184836787,2551786921.9752,2551786921.9752,3130400000.0000005,21.660059704419268,21.86442662886048
185,2022-06-22,1,1,1,2S,S,275.0,1585483628.556092,NxWater,2022,3,2,11,0.204044115,1261975024.7203755,1261975024.7203755,1585483628.556092,20.95594381063218,21.18415532616
186,2022-06-22,1,1,2,23S,S,274.0,698366306.8106091,NxWater,2022,3,23,11,0.16960715,579918387.8564361,579918387.8564361,698366306.8106091,20.178397941011724,20.36425431792759
187,2022-06-22,1,1,3,32S,S,262.0,1453760412.6370082,NxWater,2022,3,32,11,0.172544018,1202922749.831281,1202922749.831281,1453760412.6370082,20.908020057273017,21.09741942437649
188,2022-06-22,1,5,1,3S,S,257.0,1900987387.3873878,NxWater,2022,3,3,15,0.148801897,1618116857.9710705,1618116857.9710705,1900987387.3873878,21.204528876689828,21.36563926570549
189,2022-06-22,1,5,2,20S,S,261.0,1319785365.853659,NxWater,2022,3,20,15,0.166778944,1099672956.229932,1099672956.229932,1319785365.853659,20.818278660026362,21.000734958697596
190,2022-06-22,1,5,3,36S,S,254.0,1530766471.7348928,NxWater,2022,3,36,15,0.145956786,1307340717.403908,1307340717.403908,1530766471.7348928,20.991260924229195,21.149034408829458
191,2022-06-22,1,6,1,6S,S,276.0,721742645.6735297,NxWater,2022,3,6,16,0.150718638,612962577.1310987,612962577.1310987,721742645.6735297,20.23381444331116,20.397179186879416
192,2022-06-22,1,6,2,22S,S,256.0,1578060653.5947714,NxWater,2022,3,22,16,0.158971669,1327193717.7095797,1327193717.7095797,1578060653.5947714,21.006332563337427,21.17946249563697
193,2022-06-22,1,6,3,35S,S,253.0,947954022.9885057,NxWater,2022,3,35,16,0.17484749,782206641.4335632,782206641.4335632,947954022.9885057,20.4776295109599,20.669816560085913
194,2022-06-22,2,1,1,8S,S,277.0,709616310.0524828,NxWater,2022,3,8,21,0.146390119,605735493.979559,605735493.979559,709616310.0524828,20.221953970167498,20.380234973549616
195,2022-06-22,2,1,2,14S,S,258.0,806619711.3402063,NxWater,2022,3,14,21,0.132144057,700029710.2275425,700029710.2275425,806619711.3402063,20.366633335289198,20.508362877670294
196,2022-06-22,2,1,3,30S,S,252.0,849503241.1067193,NxWater,2022,3,30,21,0.135542169,734359729.2345846,734359729.2345846,849503241.1067193,20.414509560846838,20.560162314380012
197,2022-06-22,2,5,2,15S,S,259.0,807578738.7387388,NxWater,2022,3,15,25,0.150884682,685727477.554183,685727477.554183,807578738.7387388,20.345990843719743,20.509551117581346
198,2022-06-22,2,5,3,28S,S,273.0,675451066.0426415,NxWater,2022,3,28,25,0.151357201,573216683.2739612,573216683.2739612,675451066.0426415,20.16677435899711,20.33089127164897
199,2022-06-22,2,6,1,9S,S,260.0,1940204967.3202612,NxWater,2022,3,9,26,0.16135319,1627146706.5892913,1627146706.5892913,1940204967.3202612,21.210093831117806,21.386059457698604
200,2022-06-22,2,6,2,13S,S,278.0,595093623.890234,NxWater,2022,3,13,26,0.134009187,515345611.16381997,515345611.16381997,595093623.890234,20.06034832318654,20.204229302207544
201,2022-06-22,2,6,3,26S,S,255.0,564721930.5224078,NxWater,2022,3,26,26,0.148995076,480581143.5653549,480581143.5653549,564721930.5224078,19.990506645302073,20.151844009593614
202,2022-07-20,1,1,1,2S,S,280.0,1160616382.8061638,NxWater,2022,5,2,11,0.143306895,994292052.700081,994292052.700081,1160616382.8061638,20.71754153705914,20.872217065428636
203,2022-07-20,1,1,2,23S,S,286.0,878677663.2302407,NxWater,2022,5,23,11,0.240173721,667642379.2926489,667642379.2926489,878677663.2302407,20.31926322780406,20.593928679897427
204,2022-07-20,1,1,3,32S,S,291.0,1279569421.93409,NxWater,2022,5,32,11,0.162576908,1071540981.7446982,1071540981.7446982,1279569421.93409,20.792363619225085,20.969789469172436
205,2022-07-20,1,5,1,3S,S,281.0,628490940.1709402,NxWater,2022,5,3,15,0.141498427,539560460.753001,539560460.753001,628490940.1709402,20.106265404507493,20.258832170888198
206,2022-07-20,1,5,2,20S,S,287.0,570425347.3574861,NxWater,2022,5,20,15,0.144112985,488219647.83013695,488219647.83013695,570425347.3574861,20.00627596056627,20.161892863940782
207,2022-07-20,1,5,3,36S,S,295.0,552705872.8230052,NxWater,2022,5,36,15,0.130693912,480470580.11839217,480470580.11839217,552705872.8230052,19.99027655685891,20.130336542444535
208,2022-07-20,1,6,1,6S,S,282.0,928061168.3848798,NxWater,2022,5,6,16,0.141636544,796613791.8742434,796613791.8742434,928061168.3848798,20.495880541986804,20.648608202786072
209,2022-07-20,1,6,2,22S,S,288.0,645284354.8387096,NxWater,2022,5,22,16,0.157874016,543410722.2783535,543410722.2783535,645284354.8387096,20.113375986595404,20.285201637824787
210,2022-07-20,1,6,3,35S,S,296.0,935169579.0200139,NxWater,2022,5,35,16,0.140659503,803629090.8143395,803629090.8143395,935169579.0200139,20.504648390864983,20.656238438743628
211,2022-07-20,2,1,1,8S,S,283.0,982023307.3450966,NxWater,2022,5,8,21,0.110725985,873287809.346353,873287809.346353,982023307.3450966,20.587775737990015,20.705125600604386
212,2022-07-20,2,1,2,14S,S,289.0,953513648.8071961,NxWater,2022,5,14,21,0.085336924,872143727.0259737,872143727.0259737,953513648.8071961,20.586464792862248,20.6756642973304
213,2022-07-20,2,5,2,15S,S,290.0,482516402.97498304,NxWater,2022,5,15,25,0.133015914,418334042.6132733,418334042.6132733,482516402.97498304,19.85179081635051,19.994525473968544
214,2022-07-20,2,5,3,28S,S,293.0,389673280.4232804,NxWater,2022,5,28,25,0.106104095,348327349.65828705,348327349.65828705,389673280.4232804,19.668653255533044,19.7808192034812
215,2022-07-20,2,6,1,9S,S,284.0,1117546817.997568,NxWater,2022,5,9,26,0.130308815,971920616.4372841,971920616.4372841,1117546817.997568,20.694784688757498,20.834401778874252
216,2022-07-20,2,6,2,13S,S,292.0,1138199528.6724274,NxWater,2022,5,13,26,0.083653254,1042985434.3977126,1042985434.3977126,1138199528.6724274,20.76535304776467,20.852713490034134
217,2022-07-20,2,6,3,26S,S,294.0,943451324.5033113,NxWater,2022,5,26,26,0.133443375,817553995.6133692,817553995.6133692,943451324.5033113,20.521827508234463,20.6650553310905
218,2022-09-01,1,1,1,2S,S,247.0,418218090.7172996,NxWater,2022,8,2,11,0.175642661,344761152.38537365,344761152.38537365,418218090.7172996,19.658362423310614,19.85151360255331
219,2022-09-01,1,1,2,23S,S,269.0,1879277089.1643343,NxWater,2022,8,23,11,0.186217631,1529322561.627576,1529322561.627576,1879277089.1643343,21.148090704121042,21.35415301279854
220,2022-09-01,1,1,3,32S,S,267.0,1090559714.795009,NxWater,2022,8,32,11,0.17659448,897972889.051836,897972889.051836,1090559714.795009,20.615650435445296,20.809956901203485
221,2022-09-01,1,5,1,3S,S,249.0,1339128306.3560996,NxWater,2022,8,3,15,0.188186969,1087121809.2808418,1087121809.2808418,1339128306.3560996,20.806799498863196,21.01528472158612
222,2022-09-01,1,5,2,20S,S,272.0,710698662.3863026,NxWater,2022,8,20,15,0.172493964,588107432.9017916,588107432.9017916,710698662.3863026,20.192420198190295,20.381759075688
223,2022-09-01,1,5,3,36S,S,279.0,358030483.87096775,NxWater,2022,8,36,15,0.177058991,294637967.64953244,294637967.64953244,358030483.87096775,19.50125793233609,19.696128691217442
224,2022-09-01,1,6,1,6S,S,250.0,1287338762.2149837,NxWater,2022,8,6,16,0.16327375,1077150134.987785,1077150134.987785,1287338762.2149837,20.797584626508097,20.97584294942875
225,2022-09-01,1,6,2,22S,S,265.0,870144671.5726357,NxWater,2022,8,22,16,0.169899535,722307496.4897171,722307496.4897171,870144671.5726357,20.39796150160451,20.58417004495234
226,2022-09-01,1,6,3,35S,S,270.0,580484912.2807018,NxWater,2022,8,35,16,0.14040319,498982978.84962106,498982978.84962106,580484912.2807018,20.028082542612214,20.179374367861268
227,2022-09-01,2,1,1,8S,S,251.0,690738273.6156352,NxWater,2022,8,8,21,0.173872686,570637754.6590818,570637754.6590818,690738273.6156352,20.162265161149715,20.35327154531626
228,2022-09-01,2,1,2,14S,S,263.0,2131963888.888889,NxWater,2022,8,14,21,0.134890194,1844382866.3156724,1844382866.3156724,2131963888.888889,21.335410568682907,21.48030940543719
229,2022-09-01,2,1,3,30S,S,268.0,1188105610.561056,NxWater,2022,8,30,21,0.142539534,1018753590.4888976,1018753590.4888976,1188105610.561056,20.741845746919417,20.895625951714358
230,2022-09-01,2,5,1,10S,S,271.0,833639130.4347826,NxWater,2022,8,10,25,0.148364814,709956415.9047043,709956415.9047043,833639130.4347826,20.380714140065724,20.541311169362118
231,2022-09-01,2,5,2,15S,S,264.0,1254720654.396728,NxWater,2022,8,15,25,0.151976506,1064032593.3354797,1064032593.3354797,1254720654.396728,20.785331860230787,20.950178798616122
232,2022-09-01,2,6,1,9S,S,248.0,1482411392.4050632,NxWater,2022,8,9,26,0.10423125,1327897799.960443,1327897799.960443,1482411392.4050632,21.006862927178133,21.116935918014544
233,2022-09-01,2,6,3,26S,S,266.0,772020608.4142396,NxWater,2022,8,26,26,0.131072898,670829629.953662,670829629.953662,772020608.4142396,20.324025758007675,20.464521802469847
234,2022-09-27,2,1,1,8S,S,297.0,1338884210.5263157,NxWater,2022,9,8,21,0.134935032,1158221826.7346525,1158221826.7346525,1338884210.5263157,20.870151757971804,21.015102425328042
235,2022-09-27,2,1,2,14S,S,300.0,2339419457.7352476,NxWater,2022,9,14,21,0.200951951,1869308553.4959877,1869308553.4959877,2339419457.7352476,21.348834441946973,21.57316864055043
236,2022-09-27,2,1,3,30S,S,303.0,1265105263.1578944,NxWater,2022,9,30,21,0.15462754,1069485148.4747366,1069485148.4747366,1265105263.1578944,20.790443199971183,20.958421167646495
237,2022-09-27,2,5,1,10S,S,298.0,1868891156.462585,NxWater,2022,9,10,25,0.131352385,1623407845.7558162,1623407845.7558162,1868891156.462585,21.20779338519566,21.348611127481444
238,2022-09-27,2,5,2,15S,S,301.0,675882509.8679732,NxWater,2022,9,15,25,0.200951951,540062600.8632272,540062600.8632272,675882509.8679732,20.107195618328014,20.33152981693147
239,2022-09-27,2,5,3,28S,S,304.0,999923046.7216334,NxWater,2022,9,28,25,0.155863798,844071242.9518683,844071242.9518683,999923046.7216334,20.553747460078228,20.72318888070699
240,2022-09-27,2,6,1,9S,S,299.0,977489230.7692306,NxWater,2022,9,9,26,0.201791468,780240243.9381168,780240243.9381168,977489230.7692306,20.475112435272962,20.70049783264723
241,2022-09-27,2,6,2,13S,S,302.0,1163487036.2983646,NxWater,2022,9,13,26,0.130391065,1011778722.5217272,1011778722.5217272,1163487036.2983646,20.734975730268836,20.874687398657752
242,2022-09-27,2,6,3,26S,S,305.0,2445910204.0816326,NxWater,2022,9,26,26,0.116176178,2161753704.8402286,2161753704.8402286,2445910204.0816326,21.49418562961865,21.617683162205395
